dataset,id1,id2,title1,author1,year1,title2,author2,year2
mixed,mixed_5045,mixed_712,THE REPERTORY GRID TECHNIQUE: A METHOD FOR THE STUDY OF COGNITION IN INFORMATION SYSTEMS 1,"Tan, Felix B and Gordon Hunter, M.",nan,The Repertory Grid Technique: A Method for the Study of Cognition in Information Systems,"Tan, Felix B. and Hunter, M. Gordon",2002
mixed,mixed_1129,mixed_4794,Identity Verification and Societal Challenges: Explaining the Gap Between Service Provision and Development Outcomes,"McGrath, Kathy",2016,SPECIAL ISSUE: ICT AND SOCIETAL CHALLENGES IDENTITY VERIFICATION AND SOCIETAL CHALLENGES: EXPLAINING THE GAP BETWEEN SERVICE PROVISION AND DEVELOPMENT OUTCOMES 1,"Mcgrath, Kathy",nan
mixed,mixed_280,mixed_3872,Impact of Information Feedback in Continuous Combinatorial Auctions: An Experimental Study of Economic Performance,"Adomavicius, Gediminas and Curley, Shawn P. and Gupta, Alok and Sanyal, Pallab",2013,IMPACT OF INFORMATION FEEDBACK IN CONTINUOUS COMBINATORIAL AUCTIONS: AN EXPERIMENTAL STUDY OF ECONOMIC PERFORMANCE 1,"Adomavicius, Gediminas and Curley, Shawn P and Gupta, Alok and Sanyal, Pallab",nan
mixed,mixed_285,mixed_2688,Resolving Difference Score Issues in Information Systems Research,Klein and Jiang and Cheney,2009,Resolving Difference Score Issues in Information Systems Research,"Klein, Gary and Jiang, James J. and Cheney, Paul H.",2009
mixed,mixed_2084,mixed_1510,"Message Equivocality, Media Selection, and Manager Performance - Implications for Information Systems","Daft, Richard L. and Lengel, Robert H. and Treviño, Linda Klebe",1987,"Message Equivocality, Media Selection, and Manager Performance: Implications for Information Systems","Daft, Richard L. and Lengel, Robert H. and Trevino, Linda Klebe",1987
mixed,mixed_1261,mixed_4764,An Empirical Investigation of Net-Enabled Business Value,Barua and Konana and Whinston and Yin,2004,AN EMPIRICAL INVESTIGATION OF NET-ENABLED BUSINESS VALUE 1 By: Anitesh Barua Center for Research in Electronic Commerce McCombs School of Business,"Konana, Prabhudev and Whinston, Andrew B and Yin, Fang",nan
mixed,mixed_2257,mixed_1516,Metaphors and Methodologies - Living Beyond the Systems Machine,"Kendall, Julie E. and Kendall, Kenneth E.",1993,Metaphors and Methodologies: Living beyond the Systems Machine,"Kendall, Julie E. and Kendall, Kenneth E.",1993
mixed,mixed_3220,mixed_4704,Adoption of Sustainable Technologies - A Mixed-Methods Study of German Households,"Wunderlich, Philipp and Veit, Daniel and Sarker, Saonee",2019,ADOPTION OF SUSTAINABLE TECHNOLOGIES: A MIXED-METHODS STUDY OF GERMAN HOUSEHOLDS 1,"Wunderlich, Philipp and Veit, Daniel J and Sarker, Saonee",nan
mixed,mixed_3925,mixed_2927,SPECIAL ISSUE: SOCIOMATERIALITY OF IS & ORGANIZING A MATTER OF LIFE AND DEATH: EXPLORING CONCEPTUALIZATIONS OF SOCIOMATERIALITY IN THE CONTEXT OF CRITICAL CARE 1,"Jones, Matthew",nan,A Matter of Life and Death - Exploring Conceptualizations of Sociomateriality in the Context of Critical Care,"Jones, Matthew",2014
mixed,mixed_3505,mixed_2720,WHAT MAKES A HELPFUL ONLINE REVIEW? A STUDY OF CUSTOMER REVIEWS ON AMAZON.COM 1,"Mudambi, Susan M and Schuff, David",nan,What Makes a Helpful Online Review? A Study of Customer Reviews on Amazon.com,"Mudambi, Susan M. and Schuff, David",2010
mixed,mixed_4372,mixed_2200,A Model for Measuring Information System Size,"Wrigley, Clive D and Dexter, Albert S",nan,A Model for Measuring Information Systems Size,"Wrigley, Clive D. and Dexter, Albert S.",1990
mixed,mixed_3530,mixed_154,Training End Users: An Experimental Investigation of the Roles of the Computer Interface and Training Methods,"Davis, Sid A and Bostrom, Robert P",nan,Training End Users: An Experimental Investigation of the Roles of the Computer Interface and Training Methods,"Davis, Sid A. and Bostrom, Robert P.",1993
mixed,mixed_2791,mixed_1197,A Knowledge-Based Model of Radical Innovation in Small Software Firms,"Carlo, Jessica Luo and Lyytinen, Kalle and Rose, Gregory M.",2012,A Knowledge-Based Model of Radical Innovation in Small Software Firms,Carlo and Lyytinen and Rose,2012
mixed,mixed_4143,mixed_2668,MARSHALING THE PROFESSIONAL EXPERIENCE OF DOCTORAL STUDENTS: A CONTRIBUTION TO THE PRACTICAL RELEVANCE DEBATE 1,"Klein, Heinz K and Rowe, Frantz",nan,Marshaling the Professional Experience of Doctoral Students - A Contribution to the Practical Relevance Debate,"Klein, Heinz K. and Rowe, Frantz",2008
mixed,mixed_463,mixed_2596,The Effects of Personalization and Familiarity on Trust and Adoption of Recommendation Agents,Komiak and Benbasat,2006,The Effects of Personalizaion and Familiarity on Trust and Adoption of Recommendation Agents,"Komiak, Sherrie Y. X. and Benbasat, Izak",2006
mixed,mixed_4523,mixed_2984,COMPETING FOR ATTENTION: AN EMPIRICAL STUDY OF ONLINE REVIEWERS' STRATEGIC BEHAVIOR 1,"Shen, Wenqi and Hu, Yu Jeffrey and Ulmer, Jackie Rees",nan,Competing for Attention - An Empirical Study of Online Reviewers' Strategic Behavior,"Shen, Wenqi and Hu, Yu and Ulmer, Jackie Rees",2015
mixed,mixed_2827,mixed_4773,Information Technology and Firm Profitability - Mechanisms and Empirical Evidence,"Mithas, Sunil and Tafti, Ali and Bardhan, Indranil R. and Goh, Jie Mein",2012,INFORMATION TECHNOLOGY AND FIRM PROFITABILITY: MECHANISMS AND EMPIRICAL EVIDENCE 1 Sunil Mithas,"Smith, Robert H and Tafti, Ali and Bardhan, Indranil and Goh, Jie Mein",nan
mixed,mixed_2348,mixed_3680,Building Change-Readiness Capabilities in the IS Organization - Insights From the Bell Atlantic Experience,"Clark, Charles E. and Cavanaugh, Nancy C. and Brown, Carol V. and Sambamurthy, Vallabh",1997,Building Change-Readiness Capabilities in the IS Organization: Insights From the Bell Atlantic Experience 1,"Clark, Charles E and Sambamurthy, V.",nan
mixed,mixed_4103,mixed_3000,BIG DATA & ANALYTICS IN NETWORKED BUSINESS CROWD-SQUARED: AMPLIFYING THE PREDICTIVE POWER OF SEARCH TREND DATA 1,"Brynjolfsson, Erik and Geva, Tomer and Reichman, Shachar",nan,Crowd-Squared - Amplifying the Predictive Power of Search Trend Data,"Brynjolfsson, Erik and Geva, Tomer and Reichman, Shachar",2016
mixed,mixed_3899,mixed_2774,ACTION DESIGN RESEARCH 1,"Sein, Maung K and Henfridsson, Ola and Purao, Sandeep and Rossi, Matti and Lindgren, Rikard",nan,Action Design Research,"Sein, Maung K. and Henfridsson, Ola and Purao, Sandeep and Rossi, Matti and Lindgren, Rikard",2011
mixed,mixed_4589,mixed_2967,CAMPUS EMERGENCY NOTIFICATION SYSTEMS: AN EXAMINATION OF FACTORS AFFECTING COMPLIANCE WITH ALERTS 1,"Han, Wencui and Ada, Serkan and Sharman, Raj and Rao, H. Raghav",nan,Campus Emergency Notification Systems - An Examination of Factors Affecting Compliance with Alerts,"Han, Wencui and Ada, Serkan and Sharman, Raj and Rao, H. Raghav",2015
mixed,mixed_424,mixed_3929,Peer Effects in Competitive Environments: Field Experiments on Information Provision and Interventions,"Li, Zhuoxin and Wang, Gang and Wang, Harry (Jiannan)",2021,PEER EFFECTS IN COMPETITIVE ENVIRONMENTS: FIELD EXPERIMENTS ON INFORMATION PROVISION AND INTERVENTIONS 1,"Li, Zhuoxin and Wang, Gang and Wang, Harry Jiannan",nan
mixed,mixed_939,mixed_3096,Supply-Side Network Effects and the Development of Information Technology Standards,"Uotila, Juha and Keil, Thomas and Maula, Markku",2017,Supply-Side Network Effects and the Development of Information Technology Standards,"Uotila, Juha and Keil, Thomas and Maula, Markku V. J.",2017
mixed,mixed_1894,mixed_3427,A Time for Reflecting and Looking Forward,"Brown, Susan",2024,A Time for Reflecting and Looking Forward,"Brown, Susan",2024
mixed,mixed_4930,mixed_1998,An Empirical Assessment of the Stages of DP Growth,"Drury, D. H",nan,An Empirical Assessment of the Stages of DP Growth,"Drury, Donald H.",1983
mixed,mixed_3482,mixed_5352,Website Localization Strategies to Promote Global E-Commerce: The Moderating Role of Individualism and Collectivism,"Wu, Tailai and Peng, Chih-Hung and Sia, Choon Ling and Lu, Yaobin",2024,WEBSITE LOCALIZATION STRATEGIES TO PROMOTE GLOBAL E-COMMERCE: THE MODERATING ROLE OF INDIVIDUALISM AND COLLECTIVISM 1,"Wu, Tailai and Peng, Chih-Hung and Choon, Ling and Sia and Lu, Yaobin",nan
mixed,mixed_3199,mixed_4554,The Right Music at the Right Time - Adaptive Personalized Playlists Based on Sequence Modeling,"Liebman, Elad and Saar-Tsechansky, Maytal and Stone, Peter",2019,THE RIGHT MUSIC AT THE RIGHT TIME: ADAPTIVE PERSONALIZED PLAYLISTS BASED ON SEQUENCE MODELING 1,"Liebman, Elad and Saar-Tsechansky, Maytal and Stone, Peter",nan
mixed,mixed_4841,mixed_2539,THE INFORMATION SYSTEMS IDENTITY CRISIS: FOCUSING ON HIGH-VISIBILITY AND HIGH-IMPACT RESEARCH 1,"Agarwal, Ritu and Smith, Robert H and Lucas, Henry C and Robert, H. and Smith",nan,The Information Systems Identity Crisis - Focusing on High-Visibility and High-Impact Research,"Agarwal, Ritu and Lucas Jr., Henry C.",2005
mixed,mixed_612,mixed_4434,The Influence of the Information Systems Development Approach on Maintenance,"Dekleva, Sasa M.",1992,The Influence of the Information Systems Development Approach on Maintenance,"Dekleva, Sasa M",nan
mixed,mixed_5327,mixed_3444,DIGITIZATION OF TRANSACTION TERMS WITHIN TCE: STRONG SMART CONTRACT AS A NEW MODE OF TRANSACTION GOVERNANCE 1,"Halaburda, Hanna and Levina, Natalia and Min, Semi",nan,Digitization of Transaction Terms within TCE: Strong Smart Contract as a New Mode of Transaction Governance,"Halaburda, Hanna and Levina, Natalia and Min, Semi",2024
mixed,mixed_3110,mixed_4415,Built to Learn - How Work Practices Affect Employee Learning During Healthcare Information Technology Implementation,"Avgar, Ariel and Tambe, Prasanna and Hitt, Lorin M.",2018,BUILT TO LEARN: HOW WORK PRACTICES AFFECT EMPLOYEE LEARNING DURING HEALTHCARE INFORMATION TECHNOLOGY IMPLEMENTATION 1,"Avgar, Ariel and Tambe, Prasanna and Hitt, Lorin M",nan
mixed,mixed_2149,mixed_204,Validating Instruments in MIS Research,"Straub, Detmar W.",1989,Validating Instruments in MIS Research,"Straub, Detmar W.",1989
mixed,mixed_2716,mixed_441,Information About Information - A Taxonomy of Views,"McKinney Jr., Earl H. and Yoos II, Charles J.",2010,Information About Information: A Taxonomy of Views,McKinney and Yoos,2010
mixed,mixed_2372,mixed_3904,Polarization and Persuasive Argumentation - A Study of Decision Making in Group Settings,"El-Shinnawy, Maha M. and Vinze, Ajay S.",1998,Polarization & Persuasion Polarization and Persuasive Argumentation: A Study of Decision Making in Group Settings 1,"Vinze, Ajay S and Soa, U. Ajay and Vinze",nan
mixed,mixed_3930,mixed_1342,IS HIDDEN SAFE? LOCATION PROTECTION AGAINST MACHINE-LEARNING PREDICTION ATTACKS IN SOCIAL NETWORKS 1,"Han, Xiao and Wang, Leye and Fan, Weiguo",nan,Is Hidden Safe? Location Protection against Machine-Learning Prediction Attacks in Social Networks,"Han, Xiao and Wang, Leye and Fan, Weiguo",2021
mixed,mixed_912,mixed_5007,The Role of Aggregation in the Measurement of IT-Related Organizational Innovation,"Fichman, Robert G.",2001,THE ROLE OF AGGREGATION IN THE MEASUREMENT OF IT-RELATED ORGANIZATIONAL INNOVATION 1,"Fichman, Robert G",nan
mixed,mixed_282,mixed_2646,The Role of Online Trading Communities in Managing Internet Auction Fraud,Chua and Wareham and Robey,2007,The Role of Online Trading Communities in Managing Internet Auction Fraud,"Huang, Cecil Chua Eng and Wareham, Jonathan and Robey, Daniel",2007
mixed,mixed_4024,mixed_2922,THE EFFECTS OF WEB PERSONALIZATION ON USER ATTITUDE AND BEHAVIOR: AN INTEGRATION OF THE ELABORATION LIKELIHOOD MODEL AND CONSUMER SEARCH THEORY 1,"Shuk, Ying and Ho and Bodoff, David",nan,The Effects of Web Personalization on User Attitude and Behavior - An Integration of the Elaboration Likelihood Model and Consumer Search Theory,"Ho, Shuk Ying and Bodoff, David",2014
mixed,mixed_1410,mixed_3586,Virtual First Impressions Matter: The Effect of Enterprise Social Networking Sites on Impression Formation in Virtual Teams,"Cummings, Jeff and Dennis, Alan R",2018,VIRTUAL FIRST IMPRESSIONS MATTER: THE EFFECT OF ENTERPRISE SOCIAL NETWORKING SITES ON IMPRESSION FORMATION IN VIRTUAL TEAMS 1,"Cummings, Jeff and Dennis, Alan R",nan
mixed,mixed_4407,mixed_2429,THE EFFECT OF MULTIMEDIA ON PERCEIVED EQUIVOCALITY AND PERCEIVED USEFULNESS OF INFORMATION SYSTEMS 1,"Lim, Kai H and Kong, Hong and Benbasat, Izak",nan,The Effect of Multimedia on Perceived Equivocality and Perceived Usefulness of Information Systems,"Lim, Kai H. and Benbasat, Izak",2000
mixed,mixed_199,mixed_2598,Review: A Review of Culture in Information Systems Research: Toward a Theory of Information Technology Culture Conflict,Leidner and Kayworth,2006,Review - A Review of Culture in Information Systems Research - Toward a Theory of Information Technology Culture Conflict,"Leidner, Dorothy E. and Kayworth, Timothy R.",2006
mixed,mixed_613,mixed_2104,Assimilating New Technology into the Organization: An Assessment of McFarlan and McKenney's Model,"Raho, Louis E. and Belohlav, James A. and Fiedler, Kirk D.",1987,Assimilating New Technology into the Organization - An Assessment of McFarlan and McKenney's Model,"Raho, Louis E. and Beholav, James A. and Fiedler, Kirk D.",1987
mixed,mixed_2928,mixed_3800,What's Different about Social Media Networks? A Framework and Research Agenda,"Kane, Gerald C. and Alavi, Maryam and Labianca, Giuseppe and Borgatti, Stephen P.",2014,WHAT'S DIFFERENT ABOUT SOCIAL MEDIA NETWORKS? A FRAMEWORK AND RESEARCH AGENDA 1,"Kane, Gerald C and Alavi, Maryam and Labianca, Joe and Borgatti, Stephen P",nan
mixed,mixed_2048,mixed_101,Information Systems Support for Group Planning and Decision-Making Activities,"Rathwell, Margaret A. and Burns, Alan",1985,Information Systems Support for Group Planning and Decision-Making Activities,"Rathwell, Margaret A. and Burns, Alan",1985
mixed,mixed_1029,mixed_2962,Consistent Partial Least Squares Path Modeling,"Dijkstra, Theo K. and Henseler, Jörg",2015,Consistent Partial Least Squares Path Modeling,"Dijkstra, Theo K. and Henseler, Jörg",2015
mixed,mixed_3934,mixed_2094,System Development Methods-A Comparative Investigation,"Mahmood, Mo A",nan,System Development Methods - A Comparative Investigation,"Mahmood, Mo Adam",1987
mixed,mixed_4615,mixed_2198,Discovering and Disciplining Computer Abuse in Organizations: A Field Study 1,"Straub, Detmar W and William, D. and Nance, Curtis L and School, Carlson",nan,Discovering and Disciplining Computer Abuse in Organizations - A Field Study,"Straub, Detmar W. and Nance, William D.",1990
mixed,mixed_3630,mixed_637,ENTERPRISE SYSTEM IMPLEMENTATION AND EMPLOYEE JOB PERFORMANCE: UNDERSTANDING THE ROLE OF ADVICE NETWORKS 1,"Sykes, Tracy Ann and Venkatesh, Viswanath and Johnson, Jonathan L",nan,Enterprise System Implementation and Employee Job Performance: Understanding the Role of Advice Networks,"Sykes, Tracy Ann and Venkatesh, Viswanath and Johnson, Jonathan L.",2014
mixed,mixed_1540,mixed_4886,Evaluating Management Information Systems,"King, William R. and Rodriguez, Jaime I.",1978,Evaluating Management Information Systems,"King, William R and Rodriguez, Jaime I",nan
mixed,mixed_2886,mixed_3632,Internationalization Strategies of Chinese IT Service Suppliers,"Su, Ning",2013,INTERNATIONALIZATION STRATEGIES OF CHINESE IT SERVICE SUPPLIERS 1,"Su, Ning",nan
mixed,mixed_3197,mixed_1044,Modeling Multichannel Advertising Attribution Across Competitors,"Li, Yiyi and Xie, Ying and Zheng, Zhiqiang",2019,Modeling Multichannel Advertising Attribution Across Competitors,"Li, Yiyi and Xie, Ying and Zeng, Zhiqiang (Eric)",2019
mixed,mixed_2621,mixed_1409,Aligning Software Processes with Strategy,"Slaughter, Sandra and Levine, Linda and Ramesh, Balasubramaniam and Pries-Heje, Jan and Baskerville, Richard L.",2006,Aligning Software Processes with Strategy,Slaughter and Levine and Ramesh and Pries-Heje and Baskerville,2006
mixed,mixed_2787,mixed_4140,"Generalization and Induction - Misconceptions, Clarifications, and a Classification of Induction","Tsang, Eric W. K. and Williams, John N.",2012,"GENERALIZATION AND INDUCTION: MISCONCEPTIONS, CLARIFICATIONS, AND A CLASSIFICATION OF INDUCTION 1","Tsang, Eric W K and Williams, John N",nan
mixed,mixed_125,mixed_2998,Contract Design Choices and the Balance of Ex Ante and Ex Post Transaction Costs in Software Development Outsourcing,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",2016,Contract Design Choices and the Balance of Ex Ante and Ex Post Transaction Costs in Software Development Outsourcing,"Benaroch, Michel and Lichtenstein, Yossi and Fink, Lior",2016
mixed,mixed_9,mixed_4274,An Environmentally Dependent Framework for Data Dictionary Systems,"Kahn, Beverly K.",1985,An Environmentally Dependent Framework for Data Dictionary Systems,"Kahn, Beverly K",nan
mixed,mixed_2659,mixed_3516,Integrating Scientific with Indigenous Knowledge - Constructing Knowledge Alliances for Land Management in India,"Puri, Satish K.",2007,INTEGRATING SCIENTIFIC WITH INDIGENOUS KNOWLEDGE: CONSTRUCTING KNOWLEDGE ALLIANCES FOR LAND MANAGEMENT IN INDIA 1,"Puri, Satish K",nan
mixed,mixed_4612,mixed_10,INSIDER THREATS IN A FINANCIAL INSTITUTION: ANALYSIS OF ATTACK-PRONENESS OF INFORMATION SYSTEMS APPLICATIONS 1,"Wang, Jingguo and Gupta, Manish and Rao, H. Raghav",nan,Insider Threats in a Financial Institution: Analysis of Attack-Proneness of Information Systems Applications,"Wang, Jingguo and Gupta, Manish and Rao, H. Raghav",2015
mixed,mixed_749,mixed_2472,Review: Power and Information Technology Research: A Metatriangulation Review,"Jasperson, Jon (Sean) and Carte, Traci A. and Saunders, Carol S. and Butler, Brian S. and Croes, Henry J. P. and Zheng, Weijun",2002,Power and Information Technology Research - A Metatriangulation Review,"Jasperson, Jon and Carte, Traci A. and Saunders, Carol S. and Butler, Brian S. and Croes, Henry and Zheng, Weijun",2002
mixed,mixed_4858,mixed_2371,Uses and Consequences of Electronic Markets: An Empirical Investigation in the Aircraft Parts Industry*,"Choudhury, Vivek and Hartzel, Kathleen S and Palumbo, A. J and Konsynski, Benn R",nan,Uses and Consequences of Electronic Markets - An Empirical Investigation in the Aircraft Parts Industry,"Choudhury, Vivek and Hartzel, Kathleen S. and Konsynski, Benn R.",1998
mixed,mixed_1650,mixed_3331,Information Technology and Government Corruption in Developing Countries: Evidence from Ghana Customs,"Addo, Atta and Avgerou, Chrisanthi",2021,Information Technology and Government Corruption in Developing Countries: Evidence from Ghana Customs,"Addo, Atta and Avgerou, Chrisanthi",2021
mixed,mixed_1553,mixed_4501,Personal Computing Acceptance Factors in Small Firms: A Structural Equation Model,"Igbaria, Magid and Zinatelli, Nancy and Cragg, Paul and Cavaye, Angele L. M.",1997,Personal Computing Acceptance Factors in Small Firms: A Structural Equation Model 1,"Aviv, Tel and Zinatelli, Nancy and Cragg, Paul and Cavaye, Angele L M",nan
mixed,mixed_3310,mixed_4894,AI on Drugs: Can Artificial Intelligence Accelerate Drug Development? Evidence from a Large-Scale Examination of Bio-Pharma Firms,"Lou, Bowen and Wu, Lynn",2021,SPECIAL ISSUE: MANAGING AI AI ON DRUGS: CAN ARTIFICIAL INTELLIGENCE ACCELERATE DRUG DEVELOPMENT? EVIDENCE FROM A LARGE-SCALE EXAMINATION OF BIO-PHARMA FIRMS 1,"Lou, Bowen and Wu, Lynn",nan
mixed,mixed_4208,mixed_2894,EXAMINING THE RELATIONAL BENEFITS OF IMPROVED INTERFIRM INFORMATION PROCESSING CAPABILITY IN BUYER-SUPPLIER DYADS 1,"Wang, Eric T G and Tai, Jeffrey C F and Grover, Varun",nan,Examining the Relational Benefits of Improved Interfirm Information Processing Capability in Buyer-Supplier Dyads,"Wang, Eric T. G. and Tai, Jeffrey C. F. and Grover, Varun",2013
mixed,mixed_5095,mixed_136,Cognitive Elements in the Implementation.of New Technology: Can Less Information Provide More Benefits?,"Griffith Management, Terri L and Policy and Northcraft, Gregory B",nan,Cognitive Elements in the Implementation of New Technology: Can Less Information Provide More Benefits?,"Griffith, Terri L. and Northcraft, Gregory B.",1996
mixed,mixed_3247,mixed_4988,Understanding Echo Chambers and Filter Bubbles: The Impact of Social Media on Diversification and Partisan Shifts in News Consumption,"Kitchens, Brent and Johnson, Steven L. and Gray, Peter",2020,UNDERSTANDING ECHO CHAMBERS AND FILTER BUBBLES: THE IMPACT OF SOCIAL MEDIA ON DIVERSIFICATION AND PARTISAN SHIFTS IN NEWS CONSUMPTION 1,"Kitchens, Brent and Johnson, Steven L and Gray, Peter",nan
mixed,mixed_4560,mixed_1502,IMPACT OF USER SATISFACTION WITH MANDATED CRM USE ON EMPLOYEE SERVICE QUALITY 11,"Po, J. J and Hsieh, An and Rai, Arun and Petter, Stacie and Zhang, Ting",nan,Impact of User Satisfaction with Mandated CRM Use on Employee Service Quality,Hsieh and Rai and Petter and Zhang,2012
mixed,mixed_3388,mixed_1605,Managing Collective Enterprise Information Systems Compliance: A Social and Performance Management Context Perspective,"Zhou, Jingmei and Fang, Yulin and Grover, Varun",2022,Managing Collective Enterprise Information Systems Compliance: A Social and Performance Management Context Perspective,"Zhou, Jingmei and Fang, Yulin and Grover, Varun",2022
mixed,mixed_3046,mixed_1376,Extracting Representative Information on Intra-Organizational Blogging Platforms,"Guo, Xunhua and Wei, Qiang and Chen, Guoqing and Zhang, Jin and Qiao, Dandan",2017,Extracting Representative Information on Intra-Organizational Blogging Platforms,"Guo, Xunhua and Wei, Qiang and Chen, Guoqing and Zhang, Jin and Qiao, Dandan",2017
mixed,mixed_905,mixed_4214,Competitive Bundling in Information Markets: A Seller-Side Analysis,"Raghunathan, Srinivasan and Sarkar, Sumit",2016,COMPETITIVE BUNDLING IN INFORMATION MARKETS: A SELLER-SIDE ANALYSIS 1,"Raghunathan, Srinivasan and Sarkar, Sumit",nan
mixed,mixed_2625,mixed_149,The Impact of Ideology on Effectiveness in Open Source Software Development Teams,"Stewart, Katherine J. and Gosain, Sanjay",2006,The Impact of Ideology on Effectiveness in Open Source Software Development Teams,Stewart and Gosain,2006
mixed,mixed_2387,mixed_1377,The Dependent Variable in Research Into the Effects of Creativity Support Systems - Quality and Quantity of Ideas,"Wierenga, Berend and van Bruggen, Gerrit H.",1998,The Dependent Variable in Research into the Effects of Creativity Support Systems: Quality and Quantity of Ideas,"Wierenga, Berend and van Bruggen, Gerrit H.",1998
mixed,mixed_3679,mixed_610,WHAT IF YOUR AVATAR LOOKS LIKE YOU? DUAL-CONGRUITY PERSPECTIVES FOR AVATAR USE 1,"Suh, Kil-Soo and Kim, Hongki and Suh, Eung Kyo",nan,What If Your Avatar Looks Like You? Dual-Congruity Perspectives for Avatar Use,Suh and Kim and Suh,2011
mixed,mixed_1323,mixed_2837,"Absorptive Capacity and Information Systems Research: Review, Synthesis, and Directions for Future Research",Roberts and Galluch and Dinger and Grover,2012,"Absorptive Capacity and Information Systems Research - Review, Synthesis, and Directions for Future Research","Roberts, Nicholas H. and Galluch, Pamela S. and Dinger, Michael and Grover, Varun",2012
mixed,mixed_2663,mixed_678,"E-Commerce Product Recommendation Agents - Use, Characteristics, and Impact","Xiao, Bo and Benbasat, Izak",2007,"E-Commerce Product Recommendation Agents: Use, Characteristics, and Impact",Xiao and Benbasat,2007
mixed,mixed_3652,mixed_101,Information Systems Support for Group Planning and Decision-Making Activities,"Rathwell, Margaret A and Burns, Alan",nan,Information Systems Support for Group Planning and Decision-Making Activities,"Rathwell, Margaret A. and Burns, Alan",1985
mixed,mixed_3123,mixed_3623,The Effects of Communication Media and Culture on Deception Detection Accuracy,"George, Joey F. and Gupta, Manjul and Giordano, Gabriel A. and Mills, Annette M. and Tennant, Vanesa Monique and Lewis, Carmen C.",2018,THE EFFECTS OF COMMUNICATION MEDIA AND CULTURE ON DECEPTION DETECTION ACCURACY 1,"George, Joey F and Gupta, Manjul and Giordano, Gabriel and Mills, Annette M and Tennant, Vanesa M and Lewis, Carmen C",nan
mixed,mixed_1782,mixed_3474,In-Consumption Information Cues and Online Video Consumption,"Sim, Jaeung and Choi, Kyungmin and Han, Sang Pil and Cho, Daegon",2024,In-Consumption Information Cues and Online Video Consumption,"Sim, Jaeung and Choi, Kyungmin and Han, Sang Pil and Cho, Daegon",2024
mixed,mixed_3179,mixed_492,Seeing the Forest and the Trees - A Meta-Analysis of the Antecedents to Information Security Policy Compliance,"Cram, W. Alec and D'Arcy, John and Proudfoot, Jeffrey",2019,Seeing the Forest and the Trees: A Meta-Analysis of the Antecedents to Information Security Policy Compliance,"Cram, W. Alec and D'Arcy, John and Proudfoot, Jeffrey G.",2019
mixed,mixed_4100,mixed_36,A COMPREHENSIVE ANALYSIS OF TRIGGERS AND RISK FACTORS FOR ASTHMA BASED ON MACHINE LEARNING AND LARGE HETEROGENEOUS DATA SOURCES 1,"Zhang, Wenli and Ram, Sudha",nan,A Comprehensive Analysis of Triggers and Risk Factors for Asthma Based on Machine Learning and Large Heterogeneous Data Sources,"Zhang, Wenli and Ram, Sudha",2020
mixed,mixed_4975,mixed_1663,WHO FORGOES SCREENING IN ONLINE MARKETS AND WHY? EVIDENCE FROM AIRBNB 1 Raveesh Mayya,"Stern, Leonard N and Ye, Shun and Viswanathan, Siva and Agarwal, Rajshree",nan,Who Forgoes Screening in Online Markets and Why? Evidence from Airbnb,"Mayya, Raveesh and Ye, Shun and Viswanathan, Siva and Agarwal, Rajshree",2021
mixed,mixed_3091,mixed_1151,Leveraging Customer Involvement for Fueling Innovation - The Role of Relational and Analytical Information Processing Capabilities,"Saldanha, Terence Joseph Vinay and Mithas, Sunil and Krishnan, Mayuram S.",2017,Leveraging Customer Involvement for Fueling Innovation: The Role of Relational and Analytical Information Processing Capabilities,"Saldanha, Terence J. V. and Mithas, Sunil and Krishnan, M. S.",2017
mixed,mixed_790,mixed_3677,Centrality-Is Proficiency Alignment and Workgroup Performance,Kane and Borgatti,2011,CENTRALITY-IS PROFICIENCY ALIGNMENT AND WORKGROUP PERFORMANCE 1,"Kane, Gerald C and Borgatti, Stephen P",nan
mixed,mixed_632,mixed_5122,Editor's Comments,Weber,2003,Weber/Editor's Comments,"Personal, A. and Ihhhbhhhbhhi, View1",nan
mixed,mixed_2373,mixed_4818,Information Technology and Worker Composition - Determinants of Productivity in the Life Insurance Industry,"Francalanci, Chiara and Galal, Hossam",1998,Information Technology and Worker Composition: Determinants of Productivity in the Life Insurance Industry I,"Galal, Hossam",nan
mixed,mixed_4304,mixed_357,INFORMATION SYSTEMS RESEARCH BEHAVIORS: WHAT ARE THE NORMATIVE STANDARDS? 1,"Allen, Gove N and Ball, Nicholas L and Smith, H. Jeff",nan,Information Systems Research Behaviors: What Are the Normative Standards?,Allen and Ball and Smith,2011
mixed,mixed_3521,mixed_1438,BRIDGING USER ORGANIZATIONS: KNOWLEDGE BROKERING AND THE WORK OF INFORMATION TECHNOLOGY PROFESSIONALS 1,"Pawlowski, Suzanne D and Robey, Daniel",nan,Bridging User Organizations: Knowledge Brokering and the Work of Information Technology Professionals,Pawlowski and Robey,2004
mixed,mixed_355,mixed_3110,Built to Learn: How Work Practices Affect Employee Learning During Healthcare Information Technology Implementation,"Avgar, Ariel and Tambe, Prasanna and Hitt, Lorin M.",2018,Built to Learn - How Work Practices Affect Employee Learning During Healthcare Information Technology Implementation,"Avgar, Ariel and Tambe, Prasanna and Hitt, Lorin M.",2018
mixed,mixed_371,mixed_5023,Preparing IS Students to Deal with Ethical Issues,"Couger, J. Daniel",1989,Preparing IS Students to Deal With Ethical Issues,"Couger, J. Daniel",nan
